Biomass,Fossil_Gas,Fossil_Hard_coal,Fossil_Oil,Hydro_Run-of-river_and_poundage,Hydro_Water_Reservoir,Nuclear,Solar,Waste,Wind_Offshore,Wind_Onshore,Sum_elec_prod
0.04227761485826002,0.04305993250969127,0.041666666666666664,0.042093541202672606,0.04083700765735838,0.047545269681417646,0.04134741223618649,0.0,0.044821583986074845,0.06432655654383736,0.06630043458504702,0.0436008460722677
0.04288856304985337,0.03509310130053639,0.041666666666666664,0.041648106904231624,0.040172609340500785,0.03899625115854417,0.041352721467967195,0.0,0.04873803307223673,0.05606734434561626,0.065659625534493,0.042225685675949635
0.04252199413489736,0.028660140744252632,0.041666666666666664,0.041648106904231624,0.03884381270678559,0.035288909792637886,0.041459790975544794,0.0,0.047432550043516104,0.051778907242693774,0.06357990888860408,0.04228076240251712
0.041911045943304005,0.025387883351460895,0.041666666666666664,0.041648106904231624,0.03854181347185032,0.032757404307709334,0.04170667025334769,0.0,0.04656222802436902,0.04224904701397713,0.06088851087627725,0.0420176831447639
0.041788856304985335,0.024820816019187328,0.041666666666666664,0.041648106904231624,0.03805861469595388,0.032134902958956414,0.04049705027930983,0.0,0.04656222802436902,0.04510800508259212,0.05917580305025108,0.04131457599709382
0.03971163245356794,0.026085097284584136,0.041666666666666664,0.041648106904231624,0.037152616991148066,0.03011523191633582,0.04028468100808154,0.0,0.044386422976501305,0.044472681067344345,0.05738153770869986,0.040854040815369926
0.039222873900293255,0.02747022896505564,0.041666666666666664,0.041648106904231624,0.03864919097760508,0.028593561952717565,0.040611198762595044,0.0,0.043951261966927765,0.0443138500635324,0.05446876929709073,0.04088685248226119
0.04093352883675464,0.029375947048925825,0.041666666666666664,0.041648106904231624,0.03934043367090137,0.03676907966633928,0.04167658460659035,0.0,0.04177545691906005,0.04240787801778907,0.05010544221650025,0.04102454429867992
0.041788856304985335,0.03504662037166151,0.041666666666666664,0.041648106904231624,0.04116585126873234,0.04670143451977479,0.041859753103024755,0.014414098972922503,0.04134029590948651,0.0403430749682338,0.046004264292954594,0.04115930650198335
0.041911045943304005,0.04334811426871554,0.041666666666666664,0.041648106904231624,0.041467850503667615,0.04704726860241531,0.04194824029936988,0.017740429505135387,0.040905134899912966,0.04066073697585769,0.04225261857880204,0.04122492983576589
0.041788856304985335,0.048749198203976905,0.041666666666666664,0.041648106904231624,0.041071895951196924,0.04412842894492938,0.041937621835808465,0.03968253968253968,0.04003481288076589,0.0363722998729352,0.04095352386722437,0.0416684732614211
0.041911045943304005,0.047075884764481137,0.041666666666666664,0.041648106904231624,0.04111216251585496,0.04220559144544813,0.04194027645169882,0.09237861811391224,0.0391644908616188,0.028430749682337993,0.03806988313973133,0.041621013528953366
0.041666666666666664,0.048042688085078694,0.041666666666666664,0.041648106904231624,0.04156180582120303,0.03883025079887673,0.04194824029936988,0.15102707749766572,0.0391644908616188,0.023030495552731893,0.03585617914690839,0.04192041998933621
0.041788856304985335,0.0483959431445278,0.041666666666666664,0.041648106904231624,0.04210540444408652,0.04223325817205937,0.04190311182923387,0.19158496732026145,0.04003481288076589,0.02493646759847522,0.0354134383483438,0.04262411305962935
0.041788856304985335,0.04805198427085367,0.041666666666666664,0.041648106904231624,0.04219264866751227,0.041375589647110904,0.04186240771891511,0.1921685340802988,0.040905134899912966,0.026842439644218553,0.03440562047792704,0.04243310228451231
0.041788856304985335,0.046676148776157146,0.041666666666666664,0.041648106904231624,0.04095109625722281,0.04050408775885681,0.0419243487563567,0.15435340802987862,0.038294168842471714,0.029224904701397714,0.03303661932447075,0.041625114987314776
0.041788856304985335,0.04650881743220756,0.041666666666666664,0.041648106904231624,0.04180340520915125,0.0446817634771542,0.041922579012429795,0.0950046685340803,0.038294168842471714,0.03192503176620076,0.029669459040650596,0.04125364004429575
0.041788856304985335,0.04731758559463052,0.041666666666666664,0.041648106904231624,0.04316575731341481,0.04584376599482632,0.04193231260402776,0.03682306255835668,0.037859007832898174,0.029066073697585768,0.025381863938761958,0.04099466224490394
0.041911045943304005,0.05050617731544747,0.041666666666666664,0.041648106904231624,0.04613877200399981,0.051792112216243136,0.041970362098456164,0.014822595704948646,0.037859007832898174,0.038595933926302416,0.024286663015996923,0.0421079152287149
0.041911045943304005,0.0511662065054708,0.041666666666666664,0.041648106904231624,0.04691054782661217,0.0556792873051225,0.04194735542740643,0.0,0.0391644908616188,0.053526048284625156,0.025958592084260563,0.04273953981637185
0.041911045943304005,0.05091520948954644,0.041666666666666664,0.041648106904231624,0.046991080955928244,0.053161615183499565,0.041956204147040946,0.0,0.040905134899912966,0.04621982210927573,0.026832422607743305,0.04274715681047161
0.041666666666666664,0.05071998958827193,0.041666666666666664,0.041648106904231624,0.04555490681645829,0.0485274384761167,0.04201018133681147,0.0,0.040905134899912966,0.04844345616264295,0.027251861259015017,0.04141945614662128
0.04130009775171065,0.04662966784728226,0.041666666666666664,0.041648106904231624,0.04359526733643386,0.04170759036644579,0.042035842623751554,0.0,0.04046997389033943,0.05733799237611182,0.028137342856144193,0.04015562104868431
0.042033235581622676,0.050896617117996486,0.041666666666666664,0.041648106904231624,0.04261544759642164,0.033379905656462254,0.041965052866675456,0.0,0.04046997389033943,0.05432020330368488,0.028929615864101876,0.04010054432211682
