Biomass,Fossil_Gas,Fossil_Hard_coal,Fossil_Oil,Hydro_Run-of-river_and_poundage,Hydro_Water_Reservoir,Nuclear,Solar,Waste,Wind_Offshore,Wind_Onshore,Sum_elec_prod
0.04110793581006815,0.0322780531771068,,0.04142809026608286,0.04533400948728514,0.06829430327188175,0.04721188836811834,0.0,0.04476696647587899,0.03631321801135613,0.03398319970782101,0.04285544887157895
0.04121785007693999,0.03070076611086075,,0.04142809026608286,0.043633059702280964,0.04557382494602225,0.047110439559783786,0.0,0.04456255110384301,0.023768651789251288,0.03361797596479939,0.041481769732963455
0.04154759287755551,0.03070076611086075,,0.04176490400808353,0.043030860088956506,0.04457731273874772,0.047152212598509775,0.0,0.04088307440719542,0.01584576785950086,0.03353101793074662,0.04065839731310031
0.04165750714442735,0.03058810274898603,,0.04176490400808353,0.043083684616441104,0.04168742733765155,0.047282305776256445,0.0,0.041700735895339326,0.015053479466525816,0.029983130141393765,0.0405548494631378
0.04176742141129919,0.030475439387111312,,0.04176490400808353,0.04252374462510433,0.03577478824115595,0.04661513067203271,0.0,0.04456255110384301,0.017166248514459262,0.028748326057844484,0.040330217433783656
0.04165750714442735,0.030757097791798107,,0.04176490400808353,0.04246035519212281,0.03806676631788739,0.044908403661227815,0.0,0.04456255110384301,0.014261191073550773,0.028226577853527886,0.038943177282269766
0.04165750714442735,0.031151419558359622,,0.04176490400808353,0.042185667649202875,0.04411227370868626,0.04468640979828396,0.0027861430356667283,0.04456255110384301,0.014261191073550773,0.02714829823127359,0.03854735727515503
0.04187733567817103,0.03306669671022983,,0.04176490400808353,0.042449790286625884,0.04946022255439296,0.045174557593682,0.007221436912297954,0.04435813573180703,0.026673709230159777,0.030522269952520914,0.03990600527425984
0.04176742141129919,0.038249211356466875,,0.04176490400808353,0.04263995858557045,0.045739910313901344,0.044556316620537294,0.024798721652018928,0.04476696647587899,0.0381618909282979,0.02973964764604602,0.04142832568136991
0.04176742141129919,0.054867057232987834,,0.04176490400808353,0.040622061635658666,0.03291811991363561,0.04248795444590451,0.053551308053182554,0.04231398201144726,0.031163343457018353,0.029304857475782188,0.042845428111905164
0.04176742141129919,0.06545741324921135,,0.04176490400808353,0.03762162847453329,0.025809666168410562,0.040494783740978514,0.08141273840984983,0.04292722812755519,0.0312953915225142,0.030713577627437,0.04380658597728294
0.04187733567817103,0.04624831004957188,,0.04176490400808353,0.03670248169630123,0.027071914964291646,0.0373773215366272,0.10256489050048143,0.0437448896156991,0.039218275452264625,0.035531052713960246,0.043302207740368796
0.04165750714442735,0.04089680036052276,,0.04176490400808353,0.036036892649995246,0.028201295465869455,0.03485422999757717,0.1162087968369082,0.041496320523303355,0.03578502574937277,0.04116593332057949,0.0429155734296217
0.04176742141129919,0.04129112212708427,,0.04142809026608286,0.03546638775316155,0.0255107125062282,0.032652194099021196,0.12160694896851248,0.03986099754701553,0.0277300937541265,0.046696464286335414,0.04192268315861025
0.04143767861068367,0.04044614691302389,,0.04142809026608286,0.03582559454005684,0.02521175884404584,0.03100872340400138,0.12041874090918403,0.039247751430907606,0.030899247326026672,0.05300961755856624,0.04100578364845839
0.04154759287755551,0.04027715187021181,,0.04142809026608286,0.036079152271982926,0.02504567347616675,0.030206681060462297,0.11447770061254174,0.03945216680294358,0.0375016506008187,0.05786187585871059,0.040253391609617925
0.04132776434381183,0.040333483551149164,,0.04142809026608286,0.03711451301068112,0.04424514200298953,0.03248271491333288,0.098037408067523,0.03904333605887163,0.041066948369206394,0.06238369362945442,0.04116528073993289
0.04198724994504287,0.040333483551149164,,0.04142809026608286,0.038456256008790005,0.031655871117754524,0.036729242678678206,0.07600434310532031,0.03883892068683565,0.05453585104978212,0.06619245552096559,0.04248802101687329
0.04187733567817103,0.04044614691302389,,0.04176490400808353,0.041435559358921535,0.04258428832419864,0.04055565302597925,0.049607686476963106,0.038225674570727716,0.06694836920639112,0.06346197325170873,0.042331029115317234
0.04176742141129919,0.04889589905362776,,0.04176490400808353,0.04418243478812082,0.04517522006311244,0.04487737226103136,0.022616925818941674,0.041496320523303355,0.06536379242044105,0.05869667298561714,0.04259991949989729
0.04165750714442735,0.05317710680486706,,0.04176490400808353,0.04654897361943097,0.051619332336821123,0.04590021495212213,0.006012742507119005,0.03883892068683565,0.06536379242044105,0.050887841527678744,0.04230263696290816
0.04143767861068367,0.05289544840018026,,0.04176490400808353,0.04924302452114566,0.05168576648397276,0.04628930096996996,0.0026734681334890298,0.04006541291905151,0.07090981117126634,0.04241812901093932,0.042693446590186
0.04198724994504287,0.05368409193330329,,0.04176490400808353,0.0500459573389116,0.06361069589769142,0.04489288796112959,0.0,0.03945216680294358,0.0978476165324178,0.04151376545679055,0.04307173026787161
0.04187733567817103,0.052782785038305545,,0.04176490400808353,0.047277952098718476,0.06636771300448431,0.04449306030475222,0.0,0.04026982829108749,0.10286544302125974,0.04466164628950069,0.042590733803529644
