MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,358,n/e,n/e,n/e,2326,0,216,n/e,n/e,n/e,,2137,4374,1531,n/e,42935,n/e,n/e,219,218,763,6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,354,n/e,n/e,n/e,2322,0,216,n/e,n/e,n/e,,2161,4542,1572,n/e,42718,n/e,n/e,278,216,819,7708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,346,n/e,n/e,n/e,2330,0,215,n/e,n/e,n/e,,2186,4522,1562,n/e,42530,n/e,n/e,1019,217,752,8287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,354,n/e,n/e,n/e,2314,0,216,n/e,n/e,n/e,,2242,4425,1309,n/e,42396,n/e,n/e,2974,217,689,9022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,355,n/e,n/e,n/e,2317,0,216,n/e,n/e,n/e,,2516,4315,1131,n/e,41786,n/e,n/e,4632,219,683,9347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,353,n/e,n/e,n/e,2304,0,216,n/e,n/e,n/e,,2736,3982,1288,n/e,41231,n/e,n/e,5859,218,745,9270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,355,n/e,n/e,n/e,2294,0,216,n/e,n/e,n/e,,2914,3851,1202,n/e,41076,n/e,n/e,6998,218,794,9546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,353,n/e,n/e,n/e,2292,0,216,n/e,n/e,n/e,,3307,3815,1021,n/e,40184,n/e,n/e,6923,215,773,9825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,356,n/e,n/e,n/e,2269,0,216,n/e,n/e,n/e,,3287,3786,1083,n/e,40656,n/e,n/e,5634,214,660,9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,352,n/e,n/e,n/e,2271,0,216,n/e,n/e,n/e,,2875,3874,1748,n/e,40960,n/e,n/e,3754,214,618,8748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,356,n/e,n/e,n/e,2314,0,216,n/e,n/e,n/e,,2733,4121,1901,n/e,42330,n/e,n/e,1840,213,642,8451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,358,n/e,n/e,n/e,2282,0,216,n/e,n/e,n/e,,2230,4353,1830,n/e,43293,n/e,n/e,602,212,653,8246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,356,n/e,n/e,n/e,2307,0,216,n/e,n/e,n/e,,742,5071,2235,n/e,44256,n/e,n/e,0,212,706,8324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,355,n/e,n/e,n/e,2318,0,216,n/e,n/e,n/e,1311,,5516,2808,n/e,44556,n/e,n/e,0,211,643,8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,351,n/e,n/e,n/e,2344,0,216,n/e,n/e,n/e,374,,5515,2323,n/e,44862,n/e,n/e,0,213,652,7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,357,n/e,n/e,n/e,2338,0,216,n/e,n/e,n/e,,356,5238,2394,n/e,45013,n/e,n/e,0,212,582,7120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,356,n/e,n/e,n/e,2339,0,216,n/e,n/e,n/e,,311,5081,1930,n/e,44880,n/e,n/e,0,210,564,6134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.02.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,352,n/e,n/e,n/e,2344,0,216,n/e,n/e,n/e,,437,4758,1849,n/e,44329,n/e,n/e,0,209,441,5731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,357,n/e,n/e,n/e,2316,0,216,n/e,n/e,n/e,,959,4301,1900,n/e,44120,n/e,n/e,0,210,322,5442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,356,n/e,n/e,n/e,2301,0,216,n/e,n/e,n/e,,2229,4079,1255,n/e,43462,n/e,n/e,0,210,363,4750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,354,n/e,n/e,n/e,2287,0,216,n/e,n/e,n/e,,2892,3915,1100,n/e,43963,n/e,n/e,0,206,344,4170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,354,n/e,n/e,n/e,2305,0,216,n/e,n/e,n/e,,3159,3878,1203,n/e,43602,n/e,n/e,0,204,236,3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,353,n/e,n/e,n/e,2314,0,216,n/e,n/e,n/e,,2675,3955,1286,n/e,43699,n/e,n/e,0,202,215,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,355,n/e,n/e,n/e,2521,103,216,n/e,n/e,n/e,,1387,4203,1545,n/e,44075,n/e,n/e,0,201,219,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,358,n/e,n/e,n/e,3344,158,216,n/e,n/e,n/e,709,,4816,1927,n/e,44897,n/e,n/e,227,200,260,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,357,n/e,n/e,n/e,3907,243,216,n/e,n/e,n/e,2618,,5612,3044,n/e,45128,n/e,n/e,296,202,148,3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,356,n/e,n/e,n/e,3943,390,216,n/e,n/e,n/e,3551,,5833,3716,n/e,45375,n/e,n/e,1031,203,254,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,359,n/e,n/e,n/e,3940,463,215,n/e,n/e,n/e,3648,,6041,3441,n/e,45477,n/e,n/e,2753,204,349,3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,361,n/e,n/e,n/e,3917,490,216,n/e,n/e,n/e,3175,,5799,3117,n/e,45462,n/e,n/e,4267,201,382,4446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,360,n/e,n/e,n/e,2995,484,216,n/e,n/e,n/e,1607,,5587,2661,n/e,45450,n/e,n/e,5228,195,387,5293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,363,n/e,n/e,n/e,2813,485,216,n/e,n/e,n/e,1309,,5168,2536,n/e,45437,n/e,n/e,5755,201,431,6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,361,n/e,n/e,n/e,2828,496,216,n/e,n/e,n/e,360,,4945,2298,n/e,45424,n/e,n/e,5826,203,498,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,360,n/e,n/e,n/e,2823,514,216,n/e,n/e,n/e,,49,4737,2243,n/e,45398,n/e,n/e,5372,202,533,7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,365,n/e,n/e,n/e,2849,513,216,n/e,n/e,n/e,,63,4728,2188,n/e,45347,n/e,n/e,4411,202,554,6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,365,n/e,n/e,n/e,3029,478,216,n/e,n/e,n/e,230,,4959,2332,n/e,45377,n/e,n/e,2708,204,581,6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,363,n/e,n/e,n/e,3239,405,216,n/e,n/e,n/e,555,,5287,2294,n/e,45455,n/e,n/e,987,211,503,6359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,364,n/e,n/e,n/e,3749,373,365,n/e,n/e,n/e,3121,,6185,3772,n/e,45435,n/e,n/e,0,212,532,5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,362,n/e,n/e,n/e,4091,295,883,n/e,n/e,n/e,3791,,6537,4030,n/e,45358,n/e,n/e,0,209,434,5474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,361,n/e,n/e,n/e,3880,292,568,n/e,n/e,n/e,3414,,6449,3653,n/e,45291,n/e,n/e,0,210,339,5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,360,n/e,n/e,n/e,3538,293,216,n/e,n/e,n/e,2311,,6074,3288,n/e,45359,n/e,n/e,0,211,278,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,360,n/e,n/e,n/e,3232,293,216,n/e,n/e,n/e,1191,,5888,2970,n/e,45448,n/e,n/e,0,209,225,4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.02.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,358,n/e,n/e,n/e,3193,293,216,n/e,n/e,n/e,466,,5575,2748,n/e,45512,n/e,n/e,0,210,200,4097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,359,n/e,n/e,n/e,2961,293,216,n/e,n/e,n/e,423,,5201,2511,n/e,45360,n/e,n/e,0,210,195,3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,356,n/e,n/e,n/e,2720,293,216,n/e,n/e,n/e,,66,5061,2324,n/e,45205,n/e,n/e,0,212,163,3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,355,n/e,n/e,n/e,2761,290,216,n/e,n/e,n/e,,126,5021,2261,n/e,45147,n/e,n/e,0,212,140,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,359,n/e,n/e,n/e,2766,288,216,n/e,n/e,n/e,,174,4862,2601,n/e,45001,n/e,n/e,0,212,129,2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,358,n/e,n/e,n/e,2919,288,216,n/e,n/e,n/e,,224,4898,2173,n/e,45061,n/e,n/e,0,212,102,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,358,n/e,n/e,n/e,3234,287,216,n/e,n/e,n/e,229,,5038,2096,n/e,45126,n/e,n/e,0,210,68,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,359,n/e,n/e,n/e,4433,287,385,n/e,n/e,n/e,2057,,5800,3626,n/e,45095,n/e,n/e,228,207,74,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,361,n/e,n/e,n/e,5301,287,810,n/e,n/e,n/e,2852,,6222,4015,n/e,44967,n/e,n/e,305,207,76,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,354,n/e,n/e,n/e,5381,318,785,n/e,n/e,n/e,3516,,6387,4174,n/e,45019,n/e,n/e,1156,205,126,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,332,n/e,n/e,n/e,5081,418,416,n/e,n/e,n/e,3098,,6209,3723,n/e,44993,n/e,n/e,3412,204,165,2862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,331,n/e,n/e,n/e,4666,420,391,n/e,n/e,n/e,1482,,5814,3237,n/e,44910,n/e,n/e,5596,202,206,3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,329,n/e,n/e,n/e,3854,420,377,n/e,n/e,n/e,679,,5253,2658,n/e,44828,n/e,n/e,6864,201,220,3471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,332,n/e,n/e,n/e,3415,419,348,n/e,n/e,n/e,470,,4836,2465,n/e,43879,n/e,n/e,7616,204,186,3886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,330,n/e,n/e,n/e,3079,420,348,n/e,n/e,n/e,,442,4591,1923,n/e,44533,n/e,n/e,7586,202,201,4019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,327,n/e,n/e,n/e,2822,419,360,n/e,n/e,n/e,,624,4516,1711,n/e,44666,n/e,n/e,6690,203,227,4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,332,n/e,n/e,n/e,2873,421,302,n/e,n/e,n/e,,150,4572,1818,n/e,44601,n/e,n/e,5109,205,239,4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,332,n/e,n/e,n/e,2986,420,266,n/e,n/e,n/e,153,,5032,2498,n/e,44724,n/e,n/e,3051,205,262,4238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,335,n/e,n/e,n/e,3826,423,216,n/e,n/e,n/e,1206,,5670,3022,n/e,44613,n/e,n/e,1067,205,255,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,334,n/e,n/e,n/e,4832,414,216,n/e,n/e,n/e,2613,,6060,3551,n/e,44508,n/e,n/e,0,204,357,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,333,n/e,n/e,n/e,4826,314,216,n/e,n/e,n/e,3037,,6188,3900,n/e,44870,n/e,n/e,0,203,317,4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,334,n/e,n/e,n/e,4270,289,216,n/e,n/e,n/e,2220,,6059,3938,n/e,45086,n/e,n/e,0,204,268,4875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,338,n/e,n/e,n/e,4176,289,216,n/e,n/e,n/e,1242,,6044,3164,n/e,45135,n/e,n/e,0,203,292,4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,340,n/e,n/e,n/e,4071,288,216,n/e,n/e,n/e,743,,5629,3129,n/e,45170,n/e,n/e,0,204,308,3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.02.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,338,n/e,n/e,n/e,3427,288,215,n/e,n/e,n/e,475,,5117,2604,n/e,45147,n/e,n/e,0,205,363,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,340,n/e,n/e,n/e,3114,288,216,n/e,n/e,n/e,,45,4891,2393,n/e,45052,n/e,n/e,0,203,354,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,341,n/e,n/e,n/e,3084,287,214,n/e,n/e,n/e,,630,4704,2154,n/e,44695,n/e,n/e,0,202,318,3318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,341,n/e,n/e,n/e,3097,287,214,n/e,n/e,n/e,,1402,4507,1730,n/e,44748,n/e,n/e,0,203,446,3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,338,n/e,n/e,n/e,3149,288,215,n/e,n/e,n/e,,2341,4403,1563,n/e,44370,n/e,n/e,0,205,541,3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,340,n/e,n/e,n/e,3166,288,216,n/e,n/e,n/e,,2454,4458,1737,n/e,44424,n/e,n/e,0,205,612,4044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,343,n/e,n/e,n/e,3171,287,215,n/e,n/e,n/e,,838,4689,2036,n/e,44644,n/e,n/e,0,205,523,4505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,343,n/e,n/e,n/e,3449,286,216,n/e,n/e,n/e,840,,5389,2867,n/e,44858,n/e,n/e,228,204,643,5021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,340,n/e,n/e,n/e,3949,310,216,n/e,n/e,n/e,3056,,6111,3518,n/e,45067,n/e,n/e,303,203,707,5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,339,n/e,n/e,n/e,3795,416,216,n/e,n/e,n/e,3741,,6218,3737,n/e,45271,n/e,n/e,961,203,697,6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,339,n/e,n/e,n/e,3684,415,216,n/e,n/e,n/e,3218,,6243,3640,n/e,45334,n/e,n/e,2632,204,623,7538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,338,n/e,n/e,n/e,3645,415,216,n/e,n/e,n/e,1736,,5969,3163,n/e,45273,n/e,n/e,4155,201,676,8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,339,n/e,n/e,n/e,2890,415,216,n/e,n/e,n/e,436,,5509,2260,n/e,45105,n/e,n/e,5250,201,839,9546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,339,n/e,n/e,n/e,2817,415,216,n/e,n/e,n/e,,109,5165,2024,n/e,44336,n/e,n/e,5782,200,918,10151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,327,n/e,n/e,n/e,3016,415,216,n/e,n/e,n/e,,331,4956,2110,n/e,43970,n/e,n/e,5371,201,921,10629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,324,n/e,n/e,n/e,2967,415,216,n/e,n/e,n/e,,1,4727,2067,n/e,43976,n/e,n/e,4449,200,929,11326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,320,n/e,n/e,n/e,2782,414,216,n/e,n/e,n/e,461,,4862,2147,n/e,44433,n/e,n/e,3404,197,927,12187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,324,n/e,n/e,n/e,2571,416,216,n/e,n/e,n/e,,1022,4813,1765,n/e,44084,n/e,n/e,2015,197,920,13103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,332,n/e,n/e,n/e,2608,416,216,n/e,n/e,n/e,,928,5004,1809,n/e,44201,n/e,n/e,669,199,909,13953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,332,n/e,n/e,n/e,2750,375,216,n/e,n/e,n/e,800,,5570,2861,n/e,44282,n/e,n/e,0,195,875,14670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,332,n/e,n/e,n/e,2698,294,216,n/e,n/e,n/e,1891,,5671,2811,n/e,44211,n/e,n/e,0,192,905,15023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,331,n/e,n/e,n/e,2713,293,216,n/e,n/e,n/e,959,,5250,2104,n/e,44530,n/e,n/e,0,194,905,15196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,332,n/e,n/e,n/e,2773,219,216,n/e,n/e,n/e,,778,4906,1586,n/e,44677,n/e,n/e,0,189,829,14886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
